expenditure,income,maininc,region,nadults,nkids,SexHRP,housing,internet
312.126,356.57199999999995,earnings,West Mid,2 adults,Two or m,Male,Owned,1
388.7271,720.1815,earnings,Scotland,3 adults,No child,Male,Owned,1
646.2236,161.362,other so,London,2 adults,No child,Male,Owned,1
608.2798,444.23400000000004,other so,Yorkshir,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,South Ea,2 adults,No child,Female,Owned,1
500.2513,665.57,earnings,Eastern,1 adult,No child,Female,Owned,1
829.4087,1184.99,earnings,London,2 adults,No child,Male,Owned,1
294.5115,70.21,other so,London,1 adult,No child,Female,Private,1
443.8704,484.019,other so,South We,2 adults,No child,Male,Owned,1
635.0758,699.675,earnings,Yorkshir,2 adults,No child,Female,Private,1
490.009,457.04,earnings,South Ea,2 adults,Two or m,Male,Private,1
211.85,235.39,other so,Northern,1 adult,No child,Male,Owned,0
337.7896,872.64,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
696.9368,1184.99,other so,East Mid,2 adults,No child,Male,Owned,1
289.1751,334.47,earnings,South Ea,2 adults,One chil,Male,Owned,1
506.1489,586.03,other so,North We,1 adult,Two or m,Female,Owned,1
165.505,142.917,other so,West Mid,1 adult,No child,Female,Public r,1
219.9523,209.575,other so,South Ea,1 adult,No child,Male,Owned,0
430.7175,302.7,other so,Wales,2 adults,No child,Male,Owned,0
267.6618,792.924,earnings,West Mid,2 adults,No child,Male,Owned,1
96.93,275.44,other so,Yorkshir,1 adult,No child,Male,Owned,1
1175.0,799.1115,other so,Eastern,2 adults,No child,Male,Owned,1
427.2957,637.49,earnings,South Ea,1 adult,No child,Female,Owned,1
308.0892,361.62,other so,Yorkshir,3 adults,No child,Male,Owned,1
883.3129,1184.99,other so,London,2 adults,No child,Male,Owned,1
560.1976,483.782,other so,Scotland,2 adults,No child,Male,Owned,1
389.1184,904.8989999999999,other so,Eastern,2 adults,No child,Male,Owned,1
632.4835,493.21,other so,Yorkshir,2 adults,Two or m,Female,Public r,1
463.0547,661.2,earnings,Eastern,1 adult,No child,Male,Owned,1
406.81,1184.99,earnings,London,2 adults,No child,Male,Private,1
231.838,297.204,other so,West Mid,2 adults,No child,Male,Owned,1
220.0661,285.9825,other so,North We,1 adult,No child,Male,Owned,0
575.6099,1167.351,earnings,North Ea,3 adults,No child,Male,Owned,1
1110.694,1184.99,earnings,South Ea,3 adults,No child,Male,Owned,1
443.8893,490.0275,earnings,South Ea,1 adult,No child,Female,Public r,1
424.5116,599.62,earnings,East Mid,2 adults,One chil,Male,Owned,1
273.5955,330.624,other so,East Mid,2 adults,No child,Male,Owned,0
135.31,195.90200000000002,other so,North Ea,1 adult,No child,Female,Owned,0
544.2297,654.9,earnings,East Mid,2 adults,Two or m,Male,Owned,1
1172.356,1184.99,earnings,South Ea,2 adults,No child,Female,Private,1
580.1187,998.48,earnings,Wales,3 adults,One chil,Male,Owned,1
269.5854,44.03,earnings,Yorkshir,1 adult,No child,Female,Private,0
307.5766,546.2,earnings,West Mid,1 adult,No child,Female,Owned,1
482.8391,627.702,other so,Scotland,1 adult,No child,Male,Owned,1
403.8576,369.339,other so,South Ea,2 adults,No child,Male,Owned,1
410.4897,394.31,earnings,Northern,3 adults,No child,Female,Owned,1
630.9264,657.57,earnings,Wales,2 adults,Two or m,Male,Owned,1
766.1432,968.6259,earnings,Yorkshir,2 adults,No child,Female,Private,1
695.8414,1161.51,earnings,North We,2 adults,One chil,Female,Owned,0
472.0398,814.789,other so,South We,2 adults,No child,Male,Owned,1
661.2012,874.64,earnings,South We,2 adults,Two or m,Male,Owned,1
522.5547,1184.99,earnings,Yorkshir,2 adults,No child,Male,Owned,1
218.09599999999998,220.7,earnings,South Ea,1 adult,No child,Male,Private,1
485.7957,518.8675,other so,South Ea,2 adults,No child,Male,Owned,1
299.4374,300.955,earnings,Northern,1 adult,One chil,Female,Owned,1
589.7073,1184.99,earnings,London,2 adults,Two or m,Male,Owned,1
82.73,128.0,other so,North Ea,3 adults,No child,Male,Public r,1
117.65,0.0,other so,North We,1 adult,No child,Female,Public r,1
267.2354,30.0,other so,South We,1 adult,No child,Female,Owned,1
484.1678,310.41200000000003,other so,South We,1 adult,No child,Female,Owned,0
511.3122,681.45,earnings,North We,2 adults,One chil,Female,Private,1
440.9624,571.26,earnings,Eastern,2 adults,One chil,Male,Owned,1
556.7438,574.492,earnings,East Mid,2 adults,Two or m,Male,Private,1
445.4959,207.825,other so,East Mid,1 adult,No child,Female,Owned,0
331.1157,0.0,other so,Yorkshir,1 adult,No child,Female,Owned,1
674.8091,599.45,earnings,Scotland,2 adults,Two or m,Male,Private,1
254.6415,1184.99,earnings,South Ea,1 adult,No child,Male,Owned,1
381.5228,394.24,earnings,North We,2 adults,No child,Male,Owned,1
760.0309,959.3795,other so,South Ea,2 adults,No child,Male,Owned,1
1175.0,1184.99,other so,London,2 adults,No child,Male,Owned,1
360.589,1015.865,other so,Eastern,4 and mo,No child,Female,Owned,1
954.035,1036.87,earnings,Northern,3 adults,Two or m,Male,Private,1
552.5306,643.425,earnings,Yorkshir,2 adults,One chil,Male,Owned,1
127.5096,249.61,earnings,Wales,1 adult,One chil,Female,Public r,1
1124.616,1184.99,earnings,London,2 adults,Two or m,Male,Private,1
345.0428,784.98,earnings,North We,1 adult,No child,Male,Owned,1
695.7192,1184.99,earnings,Scotland,2 adults,No child,Female,Owned,1
644.8924,1184.99,earnings,North We,4 and mo,One chil,Female,Owned,1
360.1962,1036.71,earnings,South We,2 adults,No child,Male,Owned,1
500.2632,1074.34,earnings,West Mid,1 adult,No child,Female,Owned,1
656.6064,337.32,other so,West Mid,2 adults,No child,Male,Owned,1
416.9346,342.68,other so,East Mid,2 adults,Two or m,Female,Private,1
174.7613,169.15,other so,Wales,1 adult,No child,Male,Public r,0
1033.691,1184.99,earnings,South Ea,3 adults,No child,Male,Owned,1
454.6346,1083.703,other so,North Ea,2 adults,No child,Female,Owned,1
358.8293,468.1269,earnings,Eastern,1 adult,One chil,Female,Owned,1
937.3202,1184.99,earnings,South Ea,3 adults,No child,Male,Owned,1
177.6806,403.88,earnings,Yorkshir,1 adult,No child,Female,Owned,1
315.5967,691.0569,earnings,South We,3 adults,No child,Female,Owned,1
712.3358,1184.99,earnings,South Ea,2 adults,Two or m,Male,Owned,1
336.4336,1012.232,earnings,London,1 adult,No child,Male,Private,0
247.2763,229.22400000000002,other so,Yorkshir,2 adults,No child,Male,Owned,0
303.9184,831.595,earnings,West Mid,2 adults,One chil,Male,Owned,1
264.4248,290.702,other so,Scotland,2 adults,One chil,Male,Private,1
631.9644,1164.123,earnings,South Ea,1 adult,No child,Male,Owned,1
220.1464,474.582,other so,North We,1 adult,No child,Female,Private,1
226.9725,520.3340000000001,other so,South Ea,2 adults,No child,Male,Owned,1
330.4627,209.96,other so,North We,2 adults,No child,Male,Owned,0
340.5563,838.179,other so,Scotland,2 adults,No child,Male,Owned,1
1123.7939999999999,1184.99,earnings,Eastern,2 adults,Two or m,Male,Owned,1
621.6573,1184.99,earnings,North We,2 adults,No child,Male,Owned,1
194.98,150.812,other so,Yorkshir,1 adult,No child,Female,Owned,0
728.9647,658.45,earnings,West Mid,1 adult,Two or m,Female,Owned,1
445.6826,418.4,other so,North Ea,2 adults,Two or m,Female,Private,1
1175.0,1184.99,other so,Yorkshir,4 and mo,No child,Male,Owned,1
418.3181,494.1,other so,North We,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,earnings,Northern,3 adults,No child,Male,Owned,1
371.1519,637.19,other so,London,2 adults,No child,Female,Owned,1
416.5806,640.214,earnings,Yorkshir,4 and mo,No child,Male,Owned,1
443.694,861.3412,earnings,East Mid,3 adults,No child,Male,Owned,0
334.4572,289.78,earnings,Wales,2 adults,One chil,Female,Owned,1
217.8243,401.46,earnings,London,1 adult,No child,Female,Private,1
289.51,322.772,other so,West Mid,1 adult,No child,Male,Private,0
942.1483,1184.99,earnings,North Ea,3 adults,No child,Male,Owned,1
1141.742,1010.722,earnings,South We,2 adults,No child,Male,Owned,1
242.2764,402.09,earnings,Yorkshir,2 adults,One chil,Male,Private,1
171.7916,188.662,other so,South We,1 adult,No child,Female,Owned,0
553.06,116.0,earnings,London,3 adults,No child,Female,Public r,1
1162.613,1184.99,earnings,Eastern,2 adults,One chil,Male,Owned,1
121.0077,90.3,other so,Yorkshir,1 adult,One chil,Male,Public r,1
715.3535,1013.235,earnings,London,4 and mo,One chil,Male,Public r,1
1175.0,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
323.0257,602.5790000000001,other so,West Mid,2 adults,No child,Male,Owned,1
345.2263,563.904,earnings,North Ea,4 and mo,No child,Female,Owned,1
183.3051,388.56,other so,South Ea,2 adults,No child,Male,Owned,1
523.7866,1131.98,earnings,Yorkshir,2 adults,No child,Female,Owned,1
749.9504,530.327,other so,Yorkshir,1 adult,No child,Female,Private,0
653.7833,660.59,other so,South We,2 adults,No child,Male,Owned,1
684.0573,270.735,other so,Yorkshir,2 adults,No child,Male,Owned,1
519.5825,479.24,other so,Eastern,2 adults,No child,Male,Owned,1
1171.163,1184.99,earnings,South Ea,3 adults,Two or m,Male,Owned,1
435.8926,802.75,earnings,North We,2 adults,No child,Male,Private,1
499.2914,722.455,other so,South Ea,2 adults,No child,Male,Owned,1
459.1849,720.055,earnings,South We,2 adults,Two or m,Male,Owned,1
427.0392,355.19,earnings,Scotland,1 adult,One chil,Female,Public r,1
293.5459,381.99,other so,Scotland,2 adults,One chil,Female,Public r,1
1109.87,1184.99,earnings,Eastern,2 adults,Two or m,Male,Owned,1
822.0536,731.13,earnings,North We,2 adults,Two or m,Male,Owned,1
35.04,155.96200000000002,other so,North Ea,1 adult,No child,Female,Public r,0
527.3363,1184.99,earnings,London,2 adults,One chil,Male,Owned,1
406.0512,746.992,earnings,South Ea,2 adults,Two or m,Male,Owned,1
589.8196,4.03,other so,London,2 adults,No child,Male,Owned,1
241.6566,414.0008,earnings,West Mid,1 adult,No child,Male,Owned,1
257.4338,178.082,other so,Yorkshir,1 adult,No child,Female,Owned,0
190.6637,222.23,other so,South Ea,2 adults,No child,Male,Public r,0
637.88,875.04,earnings,London,1 adult,No child,Female,Owned,1
725.2327,1184.99,other so,Yorkshir,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,West Mid,2 adults,Two or m,Female,Private,1
253.3607,352.43199999999996,other so,London,2 adults,No child,Female,Owned,1
483.2506,1083.789,other so,Eastern,3 adults,No child,Male,Owned,1
735.9725,1095.887,earnings,Yorkshir,2 adults,No child,Female,Private,1
424.9406,805.49,earnings,South We,2 adults,Two or m,Male,Owned,1
898.69,1184.99,earnings,West Mid,4 and mo,No child,Female,Owned,1
493.3024,1022.054,other so,West Mid,2 adults,No child,Male,Owned,1
1175.0,857.26,earnings,North Ea,2 adults,One chil,Male,Public r,1
459.0282,613.52,earnings,North Ea,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,earnings,West Mid,2 adults,No child,Male,Owned,1
610.4542,228.0,other so,Scotland,1 adult,Two or m,Female,Owned,1
294.4054,220.0045,other so,North We,2 adults,No child,Female,Owned,1
82.71885,220.16,other so,London,1 adult,No child,Female,Owned,1
1175.0,1184.99,earnings,West Mid,2 adults,One chil,Male,Owned,1
216.951,69.7,other so,Scotland,1 adult,No child,Male,Private,1
586.3992,974.47,earnings,North Ea,2 adults,Two or m,Male,Owned,1
1175.0,1184.99,earnings,Eastern,2 adults,Two or m,Male,Private,1
303.9519,543.232,earnings,North Ea,2 adults,No child,Female,Owned,1
525.9122,1184.99,earnings,North We,2 adults,Two or m,Male,Owned,1
237.8593,138.1,other so,South We,1 adult,No child,Female,Public r,0
488.7248,888.85,earnings,London,2 adults,Two or m,Male,Public r,1
636.8527,1056.17,earnings,South We,3 adults,No child,Male,Owned,1
324.0081,394.10400000000004,other so,South We,2 adults,No child,Male,Owned,0
871.7435,1184.99,earnings,North We,4 and mo,No child,Male,Public r,1
265.4411,515.1625,earnings,South We,1 adult,No child,Male,Public r,0
332.8578,294.0,other so,North We,2 adults,Two or m,Male,Private,0
137.9368,125.2,earnings,South Ea,1 adult,No child,Female,Public r,1
706.0651,769.73,other so,South Ea,2 adults,No child,Female,Owned,1
89.11,206.1,other so,London,2 adults,No child,Male,Owned,1
589.4574,463.1445,other so,South Ea,1 adult,No child,Female,Owned,1
149.6183,46.9425,other so,North We,1 adult,No child,Male,Owned,1
348.343,429.4,earnings,Yorkshir,1 adult,No child,Male,Private,1
269.8792,289.4145,other so,Wales,1 adult,No child,Male,Owned,1
711.4072,883.51,earnings,Eastern,2 adults,One chil,Male,Owned,1
211.7918,461.44199999999995,other so,Scotland,1 adult,No child,Female,Owned,1
1175.0,1184.99,earnings,Eastern,2 adults,No child,Female,Owned,1
547.4758,1184.99,earnings,London,2 adults,One chil,Male,Private,1
460.4885,900.6225,earnings,London,2 adults,Two or m,Male,Owned,1
299.155,279.84,other so,Northern,2 adults,No child,Male,Private,0
789.3075,1139.38,earnings,Scotland,3 adults,No child,Male,Owned,1
172.6042,269.41,other so,West Mid,1 adult,No child,Female,Public r,0
312.7274,395.66,earnings,Eastern,1 adult,No child,Female,Owned,1
249.865,489.85,other so,North We,1 adult,Two or m,Female,Private,1
949.4849,803.535,earnings,South Ea,2 adults,No child,Male,Owned,1
1175.0,1184.99,earnings,West Mid,3 adults,No child,Male,Owned,1
644.8976,1184.99,earnings,South We,2 adults,No child,Male,Owned,1
359.565,419.952,other so,Northern,1 adult,No child,Female,Owned,0
1072.151,621.2575,earnings,South We,3 adults,No child,Male,Owned,1
924.1995,424.03,earnings,South We,1 adult,No child,Male,Private,0
63.52271,81.3,other so,Eastern,1 adult,One chil,Female,Public r,0
79.58,205.96200000000002,other so,Eastern,1 adult,No child,Female,Public r,0
631.7711,806.45,earnings,East Mid,2 adults,Two or m,Female,Owned,1
597.179,807.17,earnings,London,2 adults,Two or m,Male,Owned,1
203.0792,163.96,earnings,South We,1 adult,No child,Male,Owned,1
240.7,339.24,other so,East Mid,2 adults,No child,Male,Public r,0
324.8076,514.17,earnings,Yorkshir,1 adult,No child,Male,Private,0
89.39,167.40200000000002,other so,North We,1 adult,No child,Male,Owned,0
430.9264,401.98,other so,Scotland,1 adult,Two or m,Female,Public r,1
527.4723,308.695,other so,South We,2 adults,One chil,Male,Private,1
497.385,157.662,other so,West Mid,1 adult,No child,Female,Public r,1
891.5864,865.47,earnings,West Mid,3 adults,One chil,Male,Owned,1
348.4631,489.14,other so,North Ea,2 adults,Two or m,Male,Public r,1
342.0156,760.5825,earnings,Eastern,2 adults,No child,Male,Owned,1
451.8819,400.077,other so,North We,1 adult,No child,Female,Private,0
1036.872,726.17,earnings,North We,2 adults,One chil,Male,Owned,1
683.4585,823.47,earnings,West Mid,2 adults,One chil,Male,Owned,1
614.8514,1113.59,earnings,North We,2 adults,No child,Female,Private,1
779.4225,1184.99,earnings,South Ea,2 adults,No child,Male,Owned,1
669.0933,905.54,earnings,Yorkshir,3 adults,One chil,Female,Owned,1
504.4108,1184.99,earnings,West Mid,2 adults,Two or m,Female,Owned,1
143.049,1184.99,other so,South We,1 adult,No child,Female,Owned,0
653.7487,1014.565,earnings,Scotland,2 adults,No child,Female,Owned,1
256.145,145.58,other so,East Mid,1 adult,No child,Male,Owned,1
398.32599999999996,676.942,other so,South Ea,4 and mo,No child,Male,Public r,0
618.8184,1184.99,earnings,West Mid,2 adults,Two or m,Male,Owned,1
537.2261,1184.99,earnings,Yorkshir,3 adults,No child,Male,Owned,1
671.2302,701.32,earnings,North We,2 adults,No child,Male,Owned,1
1016.31,1155.854,other so,Northern,2 adults,No child,Male,Owned,1
783.5888,641.5840000000001,other so,South Ea,2 adults,No child,Male,Owned,1
1103.633,1184.99,earnings,Yorkshir,1 adult,Two or m,Male,Private,1
272.9279,421.26,earnings,North We,2 adults,No child,Male,Private,1
345.3896,838.072,other so,Scotland,1 adult,No child,Male,Owned,1
526.1714,680.862,earnings,East Mid,2 adults,No child,Male,Owned,1
467.709,1049.97,earnings,South Ea,2 adults,No child,Female,Owned,1
52.455,145.845,other so,North We,1 adult,No child,Female,Owned,0
450.7535,464.04,earnings,Yorkshir,1 adult,One chil,Female,Owned,0
195.0494,274.652,other so,Scotland,1 adult,No child,Male,Owned,0
774.6348,981.24,earnings,South Ea,2 adults,One chil,Male,Owned,1
397.7691,722.5265,other so,Eastern,2 adults,No child,Male,Owned,1
416.1744,1184.99,earnings,West Mid,2 adults,No child,Male,Owned,1
1002.992,472.212,earnings,Eastern,2 adults,No child,Female,Owned,1
88.95099,245.51,other so,West Mid,1 adult,No child,Female,Owned,0
447.1034,632.4415,earnings,East Mid,1 adult,No child,Male,Owned,1
377.0326,584.81,other so,Yorkshir,2 adults,No child,Female,Public r,1
484.4888,599.17,earnings,South We,2 adults,One chil,Male,Private,1
465.4844,656.52,earnings,South Ea,2 adults,No child,Female,Owned,1
289.9772,291.154,other so,South Ea,2 adults,No child,Male,Public r,0
490.0179,498.48,other so,West Mid,2 adults,No child,Male,Owned,1
76.385,175.35,other so,West Mid,1 adult,No child,Female,Public r,0
960.8578,549.1,earnings,East Mid,2 adults,Two or m,Female,Private,1
499.58099999999996,152.0075,other so,South Ea,2 adults,No child,Male,Owned,1
274.453,497.99,earnings,Eastern,2 adults,No child,Female,Private,0
643.865,1184.99,earnings,Northern,2 adults,One chil,Male,Owned,1
202.925,138.71,other so,South Ea,1 adult,No child,Male,Public r,0
625.8813,529.61,earnings,South Ea,2 adults,No child,Female,Private,1
133.5576,186.687,other so,North We,1 adult,No child,Female,Owned,0
722.0039,348.21,other so,West Mid,2 adults,No child,Female,Owned,1
299.785,214.0,other so,London,1 adult,Two or m,Female,Private,0
404.798,469.8,earnings,East Mid,2 adults,One chil,Female,Owned,1
1175.0,1184.99,earnings,North We,2 adults,No child,Female,Owned,1
502.9695,163.2075,earnings,Eastern,2 adults,No child,Female,Owned,1
298.8193,214.4595,other so,London,1 adult,No child,Female,Owned,1
269.5574,260.514,other so,Eastern,2 adults,No child,Male,Owned,0
472.07,682.56,earnings,East Mid,2 adults,Two or m,Male,Owned,1
350.2657,290.942,other so,North We,2 adults,No child,Male,Owned,1
845.0506,901.84,earnings,Northern,3 adults,No child,Male,Owned,1
231.6545,309.2,other so,South We,2 adults,No child,Male,Public r,0
218.678,859.5475,earnings,Eastern,1 adult,No child,Male,Owned,1
189.205,331.88199999999995,other so,East Mid,1 adult,No child,Female,Public r,1
666.3016,433.405,other so,East Mid,2 adults,No child,Male,Owned,1
116.78,229.4,other so,South Ea,1 adult,Two or m,Female,Public r,1
218.54,193.912,other so,West Mid,1 adult,No child,Female,Public r,0
807.3063,1184.99,earnings,North We,2 adults,No child,Male,Owned,1
221.2552,437.97,other so,London,1 adult,Two or m,Female,Public r,1
926.54,491.36,earnings,North We,2 adults,No child,Male,Owned,1
179.9889,458.50199999999995,other so,London,1 adult,No child,Female,Owned,1
